Ward,Precinct,Registered,Votes,RAHM EMANUEL ,%,WILLIE WILSON ,%,ROBERT W. FIORETTI ,%,JESUS ''CHUY'' GARCIA ,%,"WILLIAM WALLS, III ",%
17,13,716,191,85,0.445,59,0.3089,7,0.0366,27,0.1414,13,0.0681
17,14,762,207,84,0.4058,31,0.1498,3,0.0145,87,0.4203,2,0.0097
17,15,828,229,97,0.4236,68,0.2969,7,0.0306,44,0.1921,13,0.0568
17,16,775,156,52,0.3333,30,0.1923,9,0.0577,58,0.3718,7,0.0449
17,17,770,188,66,0.3511,47,0.25,10,0.0532,54,0.2872,11,0.0585
17,18,731,269,103,0.3829,77,0.2862,10,0.0372,56,0.2082,23,0.0855
17,19,674,136,49,0.3603,45,0.3309,7,0.0515,27,0.1985,8,0.0588
17,20,740,301,124,0.412,75,0.2492,19,0.0631,67,0.2226,16,0.0532
17,21,745,335,155,0.4627,74,0.2209,13,0.0388,69,0.206,24,0.0716
17,22,729,214,90,0.4206,54,0.2523,13,0.0607,45,0.2103,12,0.0561
17,23,633,155,63,0.4065,48,0.3097,3,0.0194,34,0.2194,7,0.0452
17,24,789,293,132,0.4505,91,0.3106,7,0.0239,51,0.1741,12,0.041
17,25,682,152,62,0.4079,44,0.2895,1,0.0066,36,0.2368,9,0.0592
17,26,835,284,118,0.4155,81,0.2852,9,0.0317,54,0.1901,22,0.0775
17,27,785,212,96,0.4528,58,0.2736,6,0.0283,41,0.1934,11,0.0519
17,28,691,199,88,0.4422,45,0.2261,1,0.005,47,0.2362,18,0.0905
17,29,770,240,120,0.5,70,0.2917,7,0.0292,27,0.1125,16,0.0667
17,30,634,174,54,0.3103,25,0.1437,13,0.0747,75,0.431,7,0.0402
17,31,696,145,59,0.4069,42,0.2897,5,0.0345,36,0.2483,3,0.0207
17,32,723,175,75,0.4286,60,0.3429,6,0.0343,24,0.1371,10,0.0571
17,33,684,154,51,0.3312,58,0.3766,4,0.026,34,0.2208,7,0.0455
17,34,719,177,73,0.4124,51,0.2881,5,0.0282,38,0.2147,10,0.0565
17,35,715,210,83,0.3952,59,0.281,8,0.0381,46,0.219,14,0.0667
17,36,729,258,96,0.3721,68,0.2636,17,0.0659,65,0.2519,12,0.0465
17,37,684,186,74,0.3978,54,0.2903,5,0.0269,42,0.2258,11,0.0591
17,38,899,259,87,0.3359,85,0.3282,9,0.0347,62,0.2394,16,0.0618
17,39,708,234,97,0.4145,66,0.2821,4,0.0171,58,0.2479,9,0.0385
17,40,728,228,80,0.3509,71,0.3114,10,0.0439,51,0.2237,16,0.0702
17,41,759,275,116,0.4218,70,0.2545,12,0.0436,58,0.2109,19,0.0691
18,1,609,180,71,0.3944,29,0.1611,6,0.0333,57,0.3167,17,0.0944
18,2,651,201,75,0.3731,16,0.0796,13,0.0647,93,0.4627,4,0.0199
18,3,580,238,87,0.3655,20,0.084,25,0.105,99,0.416,7,0.0294
18,4,631,276,90,0.3261,67,0.2428,13,0.0471,83,0.3007,23,0.0833
18,5,596,184,88,0.4783,61,0.3315,2,0.0109,27,0.1467,6,0.0326
18,6,529,217,91,0.4194,12,0.0553,28,0.129,81,0.3733,5,0.023
18,7,678,265,104,0.3925,62,0.234,17,0.0642,65,0.2453,17,0.0642
18,8,645,280,113,0.4036,61,0.2179,16,0.0571,68,0.2429,22,0.0786
18,9,573,280,120,0.4286,46,0.1643,13,0.0464,71,0.2536,30,0.1071
18,10,723,355,136,0.3831,60,0.169,26,0.0732,114,0.3211,19,0.0535
18,11,575,196,75,0.3827,20,0.102,22,0.1122,71,0.3622,8,0.0408
18,12,594,246,105,0.4268,64,0.2602,12,0.0488,50,0.2033,15,0.061
18,13,667,290,109,0.3759,63,0.2172,17,0.0586,78,0.269,23,0.0793
18,14,655,254,110,0.4331,45,0.1772,20,0.0787,69,0.2717,10,0.0394
18,15,734,260,98,0.3769,23,0.0885,17,0.0654,115,0.4423,7,0.0269
18,16,636,261,90,0.3448,46,0.1762,12,0.046,90,0.3448,23,0.0881
18,17,666,241,75,0.3112,45,0.1867,22,0.0913,85,0.3527,14,0.0581
18,18,608,274,119,0.4343,65,0.2372,20,0.073,55,0.2007,15,0.0547
18,19,647,277,132,0.4765,53,0.1913,12,0.0433,65,0.2347,15,0.0542
18,20,611,235,111,0.4723,51,0.217,4,0.017,56,0.2383,13,0.0553
18,21,720,338,120,0.355,45,0.1331,27,0.0799,114,0.3373,32,0.0947
18,22,697,344,136,0.3953,76,0.2209,13,0.0378,89,0.2587,30,0.0872
18,23,643,192,66,0.3438,35,0.1823,13,0.0677,64,0.3333,14,0.0729
18,24,632,205,91,0.4439,7,0.0341,11,0.0537,92,0.4488,4,0.0195
18,25,613,218,77,0.3532,9,0.0413,32,0.1468,99,0.4541,1,0.0046
18,26,666,343,121,0.3528,74,0.2157,21,0.0612,103,0.3003,24,0.07
18,27,639,190,76,0.4,47,0.2474,14,0.0737,46,0.2421,7,0.0368
18,28,602,242,93,0.3843,15,0.062,30,0.124,99,0.4091,5,0.0207
18,29,664,224,93,0.4152,38,0.1696,8,0.0357,82,0.3661,3,0.0134
18,30,663,227,105,0.4626,4,0.0176,20,0.0881,94,0.4141,4,0.0176
18,31,627,253,71,0.2806,45,0.1779,13,0.0514,106,0.419,18,0.0711
18,32,663,272,127,0.4669,55,0.2022,11,0.0404,57,0.2096,22,0.0809
18,33,588,210,72,0.3429,69,0.3286,5,0.0238,49,0.2333,15,0.0714
18,34,677,379,155,0.409,76,0.2005,27,0.0712,109,0.2876,12,0.0317
18,35,646,331,153,0.4622,51,0.1541,10,0.0302,94,0.284,23,0.0695
18,36,661,231,101,0.4372,24,0.1039,23,0.0996,74,0.3203,9,0.039
18,37,667,292,103,0.3527,43,0.1473,20,0.0685,102,0.3493,24,0.0822
18,38,633,262,112,0.4275,50,0.1908,10,0.0382,68,0.2595,22,0.084
18,39,627,164,58,0.3537,31,0.189,4,0.0244,55,0.3354,16,0.0976
18,40,649,292,109,0.3733,23,0.0788,20,0.0685,131,0.4486,9,0.0308
18,41,693,298,122,0.4094,54,0.1812,19,0.0638,81,0.2718,22,0.0738
18,42,669,198,75,0.3788,38,0.1919,11,0.0556,63,0.3182,11,0.0556
18,43,538,183,58,0.3169,7,0.0383,18,0.0984,99,0.541,1,0.0055
18,44,589,235,87,0.3702,11,0.0468,29,0.1234,106,0.4511,2,0.0085
18,45,689,215,57,0.2651,22,0.1023,15,0.0698,114,0.5302,7,0.0326
18,46,675,254,83,0.3268,9,0.0354,30,0.1181,128,0.5039,4,0.0157
18,47,575,159,58,0.3648,44,0.2767,7,0.044,42,0.2642,8,0.0503
18,48,600,190,77,0.4053,53,0.2789,9,0.0474,41,0.2158,10,0.0526
18,49,546,161,59,0.3665,38,0.236,5,0.0311,50,0.3106,9,0.0559
18,50,624,182,80,0.4396,41,0.2253,8,0.044,45,0.2473,8,0.044
19,1,543,316,162,0.5127,6,0.019,48,0.1519,98,0.3101,2,0.0063
19,2,751,433,201,0.4642,44,0.1016,34,0.0785,142,0.3279,12,0.0277
19,3,495,240,93,0.3875,11,0.0458,41,0.1708,92,0.3833,3,0.0125
19,4,700,373,137,0.3673,11,0.0295,95,0.2547,127,0.3405,3,0.008
19,5,616,375,174,0.464,28,0.0747,24,0.064,140,0.3733,9,0.024
19,6,636,335,97,0.2896,8,0.0239,75,0.2239,154,0.4597,1,0.003
19,7,581,316,148,0.4684,11,0.0348,37,0.1171,117,0.3703,3,0.0095
19,8,691,337,120,0.3561,10,0.0297,61,0.181,145,0.4303,1,0.003
19,9,432,255,128,0.502,4,0.0157,42,0.1647,79,0.3098,2,0.0078
19,10,684,379,179,0.4723,25,0.066,27,0.0712,136,0.3588,12,0.0317
19,11,645,318,120,0.3774,15,0.0472,58,0.1824,121,0.3805,4,0.0126
19,12,532,273,88,0.3223,6,0.022,84,0.3077,95,0.348,0,0
19,13,712,353,131,0.3711,60,0.17,28,0.0793,102,0.289,32,0.0907
19,14,684,342,167,0.4883,22,0.0643,34,0.0994,109,0.3187,10,0.0292
19,15,833,423,145,0.3428,8,0.0189,99,0.234,164,0.3877,7,0.0165
19,16,640,323,146,0.452,5,0.0155,69,0.2136,103,0.3189,0,0
19,17,544,291,116,0.3986,7,0.0241,45,0.1546,122,0.4192,1,0.0034
19,18,533,306,121,0.3954,13,0.0425,34,0.1111,135,0.4412,3,0.0098
19,19,718,396,168,0.4242,29,0.0732,43,0.1086,149,0.3763,7,0.0177
19,20,580,256,105,0.4102,18,0.0703,27,0.1055,97,0.3789,9,0.0352
19,21,672,350,147,0.42,25,0.0714,68,0.1943,107,0.3057,3,0.0086
19,22,614,347,143,0.4121,27,0.0778,43,0.1239,132,0.3804,2,0.0058
19,23,600,326,166,0.5092,11,0.0337,40,0.1227,106,0.3252,3,0.0092
19,24,448,254,112,0.4409,7,0.0276,36,0.1417,99,0.3898,0,0
19,25,564,307,135,0.4397,28,0.0912,36,0.1173,98,0.3192,10,0.0326
19,26,613,328,175,0.5335,23,0.0701,37,0.1128,90,0.2744,3,0.0091
19,27,594,310,124,0.4,32,0.1032,19,0.0613,123,0.3968,12,0.0387
19,28,736,346,139,0.4017,65,0.1879,24,0.0694,102,0.2948,16,0.0462
19,29,682,290,93,0.3207,8,0.0276,58,0.2,125,0.431,6,0.0207
19,30,585,257,103,0.4008,4,0.0156,54,0.2101,96,0.3735,0,0
19,31,498,294,124,0.4218,9,0.0306,45,0.1531,111,0.3776,5,0.017
19,32,579,293,125,0.4266,7,0.0239,52,0.1775,108,0.3686,1,0.0034
19,33,628,321,113,0.352,9,0.028,70,0.2181,126,0.3925,3,0.0093
19,34,556,324,162,0.5,8,0.0247,35,0.108,114,0.3519,5,0.0154
19,35,486,281,136,0.484,15,0.0534,24,0.0854,101,0.3594,5,0.0178
19,36,813,344,152,0.4419,38,0.1105,31,0.0901,97,0.282,26,0.0756
19,37,571,297,116,0.3906,25,0.0842,29,0.0976,118,0.3973,9,0.0303
19,38,541,282,119,0.422,23,0.0816,24,0.0851,100,0.3546,16,0.0567
19,39,250,80,34,0.425,17,0.2125,4,0.05,22,0.275,3,0.0375
19,40,610,326,142,0.4356,18,0.0552,39,0.1196,120,0.3681,7,0.0215
19,41,591,290,105,0.3621,6,0.0207,58,0.2,121,0.4172,0,0
19,42,466,256,98,0.3828,29,0.1133,17,0.0664,102,0.3984,10,0.0391
19,43,863,376,182,0.484,69,0.1835,16,0.0426,91,0.242,18,0.0479
19,44,712,346,143,0.4133,6,0.0173,77,0.2225,119,0.3439,1,0.0029
19,45,572,335,141,0.4209,4,0.0119,57,0.1701,130,0.3881,3,0.009
19,46,645,349,182,0.5215,10,0.0287,45,0.1289,111,0.3181,1,0.0029
19,47,810,458,171,0.3734,47,0.1026,53,0.1157,171,0.3734,16,0.0349
19,48,856,311,131,0.4212,69,0.2219,14,0.045,80,0.2572,17,0.0547
19,49,714,401,167,0.4165,47,0.1172,20,0.0499,146,0.3641,21,0.0524
19,50,498,246,78,0.3171,9,0.0366,37,0.1504,119,0.4837,3,0.0122
19,51,647,374,187,0.5,12,0.0321,41,0.1096,132,0.3529,2,0.0053
19,52,709,324,107,0.3302,9,0.0278,67,0.2068,140,0.4321,1,0.0031
19,53,566,310,132,0.4258,12,0.0387,43,0.1387,116,0.3742,7,0.0226
19,54,520,247,88,0.3563,6,0.0243,56,0.2267,95,0.3846,2,0.0081
19,55,571,279,101,0.362,7,0.0251,62,0.2222,107,0.3835,2,0.0072
19,56,594,366,183,0.5,29,0.0792,46,0.1257,95,0.2596,13,0.0355
19,57,492,282,111,0.3936,28,0.0993,21,0.0745,112,0.3972,10,0.0355
20,1,659,182,74,0.4066,37,0.2033,4,0.022,57,0.3132,10,0.0549
20,2,471,106,52,0.4906,28,0.2642,2,0.0189,13,0.1226,11,0.1038
20,3,653,174,82,0.4713,33,0.1897,6,0.0345,47,0.2701,6,0.0345
20,4,507,91,34,0.3736,27,0.2967,6,0.0659,18,0.1978,6,0.0659
20,5,811,224,73,0.3259,67,0.2991,13,0.058,60,0.2679,11,0.0491
20,6,506,96,43,0.4479,24,0.25,2,0.0208,22,0.2292,5,0.0521
20,7,866,176,69,0.392,43,0.2443,11,0.0625,42,0.2386,11,0.0625
20,8,691,234,112,0.4786,60,0.2564,8,0.0342,43,0.1838,11,0.047
20,9,776,278,119,0.4281,56,0.2014,9,0.0324,77,0.277,17,0.0612
20,10,660,163,72,0.4417,39,0.2393,5,0.0307,35,0.2147,12,0.0736
20,11,941,254,98,0.3858,61,0.2402,13,0.0512,65,0.2559,17,0.0669
20,12,642,122,50,0.4098,34,0.2787,6,0.0492,27,0.2213,5,0.041
20,13,1000,248,109,0.4395,77,0.3105,4,0.0161,48,0.1935,10,0.0403
20,14,412,169,86,0.5089,42,0.2485,2,0.0118,30,0.1775,9,0.0533
20,15,835,146,26,0.1781,5,0.0342,3,0.0205,107,0.7329,5,0.0342
20,16,690,259,102,0.3938,51,0.1969,12,0.0463,85,0.3282,9,0.0347
20,17,666,133,59,0.4436,25,0.188,5,0.0376,38,0.2857,6,0.0451
20,18,663,171,78,0.4561,47,0.2749,6,0.0351,26,0.152,14,0.0819
20,19,796,224,95,0.4241,62,0.2768,5,0.0223,44,0.1964,18,0.0804
20,20,635,126,28,0.2222,16,0.127,4,0.0317,78,0.619,0,0
20,21,742,163,63,0.3865,46,0.2822,5,0.0307,40,0.2454,9,0.0552
20,22,744,293,124,0.4232,49,0.1672,14,0.0478,84,0.2867,22,0.0751
20,23,831,249,100,0.4016,70,0.2811,7,0.0281,56,0.2249,16,0.0643
20,24,670,214,85,0.3972,37,0.1729,9,0.0421,71,0.3318,12,0.0561
20,25,717,191,66,0.3455,62,0.3246,7,0.0366,40,0.2094,16,0.0838
20,26,602,237,94,0.3966,41,0.173,12,0.0506,75,0.3165,15,0.0633
20,27,523,143,54,0.3776,51,0.3566,4,0.028,25,0.1748,9,0.0629
20,28,560,167,64,0.3832,51,0.3054,6,0.0359,38,0.2275,8,0.0479
20,29,883,294,125,0.4252,98,0.3333,5,0.017,47,0.1599,19,0.0646
20,30,427,112,55,0.4911,25,0.2232,3,0.0268,20,0.1786,9,0.0804
20,31,832,221,99,0.448,65,0.2941,6,0.0271,42,0.19,9,0.0407
20,32,858,224,108,0.4821,64,0.2857,1,0.0045,41,0.183,10,0.0446
20,33,579,136,63,0.4632,28,0.2059,3,0.0221,38,0.2794,4,0.0294
20,34,675,272,77,0.2831,49,0.1801,12,0.0441,125,0.4596,9,0.0331
20,35,914,140,56,0.4,39,0.2786,5,0.0357,32,0.2286,8,0.0571
20,36,379,80,34,0.425,29,0.3625,2,0.025,13,0.1625,2,0.025
20,37,303,80,31,0.3875,18,0.225,0,0,20,0.25,11,0.1375
20,38,380,89,41,0.4607,23,0.2584,2,0.0225,18,0.2022,5,0.0562
20,39,163,37,8,0.2162,14,0.3784,2,0.0541,11,0.2973,2,0.0541
21,1,728,291,135,0.4639,49,0.1684,15,0.0515,73,0.2509,19,0.0653
21,2,669,183,84,0.459,52,0.2842,6,0.0328,35,0.1913,6,0.0328
21,3,727,263,111,0.4221,75,0.2852,8,0.0304,52,0.1977,17,0.0646
21,4,819,241,84,0.3485,68,0.2822,12,0.0498,58,0.2407,19,0.0788
21,5,727,304,133,0.4375,72,0.2368,18,0.0592,59,0.1941,22,0.0724
21,6,680,229,89,0.3886,63,0.2751,5,0.0218,52,0.2271,20,0.0873
21,7,665,298,139,0.4664,69,0.2315,13,0.0436,62,0.2081,15,0.0503
21,8,692,260,114,0.4385,73,0.2808,7,0.0269,51,0.1962,15,0.0577
21,9,702,314,128,0.4076,72,0.2293,19,0.0605,70,0.2229,25,0.0796
21,10,711,249,109,0.4378,70,0.2811,8,0.0321,45,0.1807,17,0.0683
21,11,732,255,126,0.4941,64,0.251,4,0.0157,44,0.1725,17,0.0667
21,12,706,245,96,0.3918,67,0.2735,7,0.0286,62,0.2531,13,0.0531
21,13,765,202,83,0.4109,48,0.2376,10,0.0495,46,0.2277,15,0.0743
21,14,789,320,133,0.4156,85,0.2656,16,0.05,68,0.2125,18,0.0563
21,15,671,206,89,0.432,41,0.199,11,0.0534,49,0.2379,16,0.0777
21,16,687,235,100,0.4255,60,0.2553,10,0.0426,52,0.2213,13,0.0553
21,17,744,216,83,0.3843,46,0.213,19,0.088,54,0.25,14,0.0648
21,18,751,272,121,0.4449,61,0.2243,14,0.0515,51,0.1875,25,0.0919
21,19,754,270,116,0.4296,67,0.2481,9,0.0333,59,0.2185,19,0.0704
21,20,675,240,107,0.4458,44,0.1833,11,0.0458,59,0.2458,19,0.0792
21,21,689,214,82,0.3832,66,0.3084,6,0.028,50,0.2336,10,0.0467
21,22,681,257,107,0.4163,66,0.2568,8,0.0311,55,0.214,21,0.0817
21,23,648,248,83,0.3347,76,0.3065,10,0.0403,66,0.2661,13,0.0524
21,24,712,254,118,0.4646,65,0.2559,7,0.0276,54,0.2126,10,0.0394
21,25,630,258,95,0.3682,62,0.2403,10,0.0388,68,0.2636,23,0.0891
21,26,768,223,99,0.4439,53,0.2377,13,0.0583,48,0.2152,10,0.0448
21,27,707,267,111,0.4157,55,0.206,13,0.0487,73,0.2734,15,0.0562
21,28,891,309,126,0.4078,91,0.2945,7,0.0227,62,0.2006,23,0.0744
21,29,742,266,98,0.3684,61,0.2293,12,0.0451,73,0.2744,22,0.0827
21,30,677,191,89,0.466,42,0.2199,7,0.0366,38,0.199,15,0.0785
21,31,456,194,89,0.4588,45,0.232,9,0.0464,36,0.1856,15,0.0773
21,32,691,241,88,0.3651,66,0.2739,13,0.0539,52,0.2158,22,0.0913
21,33,747,237,108,0.4557,65,0.2743,10,0.0422,42,0.1772,12,0.0506
21,34,786,235,96,0.4085,54,0.2298,9,0.0383,49,0.2085,27,0.1149
21,35,724,274,129,0.4708,57,0.208,8,0.0292,63,0.2299,17,0.062
21,36,692,279,127,0.4552,62,0.2222,10,0.0358,61,0.2186,19,0.0681
21,37,613,229,100,0.4367,58,0.2533,9,0.0393,41,0.179,21,0.0917
21,38,726,200,88,0.44,44,0.22,9,0.045,48,0.24,11,0.055
21,39,629,188,90,0.4787,39,0.2074,3,0.016,38,0.2021,18,0.0957
21,40,648,210,97,0.4619,40,0.1905,10,0.0476,46,0.219,17,0.081
21,41,718,274,116,0.4234,61,0.2226,9,0.0328,63,0.2299,25,0.0912
21,42,773,289,119,0.4118,60,0.2076,13,0.045,74,0.2561,23,0.0796
21,43,766,256,110,0.4297,61,0.2383,11,0.043,56,0.2188,18,0.0703
21,44,738,255,113,0.4431,50,0.1961,12,0.0471,63,0.2471,17,0.0667
21,45,746,253,103,0.4071,68,0.2688,7,0.0277,59,0.2332,16,0.0632
21,46,722,272,115,0.4228,54,0.1985,11,0.0404,73,0.2684,19,0.0699
21,47,721,219,91,0.4155,60,0.274,8,0.0365,42,0.1918,18,0.0822
21,48,684,252,111,0.4405,67,0.2659,12,0.0476,51,0.2024,11,0.0437
21,49,751,281,113,0.4021,66,0.2349,16,0.0569,73,0.2598,13,0.0463
21,50,704,221,99,0.448,45,0.2036,6,0.0271,55,0.2489,16,0.0724
21,51,726,283,126,0.4452,80,0.2827,6,0.0212,51,0.1802,20,0.0707
21,52,750,264,123,0.4659,60,0.2273,8,0.0303,53,0.2008,20,0.0758
21,53,573,195,70,0.359,43,0.2205,6,0.0308,59,0.3026,17,0.0872
21,54,621,208,89,0.4279,61,0.2933,3,0.0144,37,0.1779,18,0.0865
22,1,454,156,74,0.4744,40,0.2564,3,0.0192,30,0.1923,9,0.0577
22,2,723,271,94,0.3469,7,0.0258,30,0.1107,138,0.5092,2,0.0074
22,3,1048,268,36,0.1343,0,0,6,0.0224,225,0.8396,1,0.0037
22,4,596,181,24,0.1326,0,0,3,0.0166,153,0.8453,1,0.0055
22,5,786,217,33,0.1521,1,0.0046,5,0.023,178,0.8203,0,0
22,6,800,246,33,0.1341,4,0.0163,3,0.0122,206,0.8374,0,0
22,7,535,147,21,0.1429,1,0.0068,3,0.0204,121,0.8231,1,0.0068
22,8,775,272,116,0.4265,8,0.0294,21,0.0772,124,0.4559,3,0.011
22,9,721,182,17,0.0934,1,0.0055,3,0.0165,160,0.8791,1,0.0055
22,10,955,293,38,0.1297,6,0.0205,5,0.0171,243,0.8294,1,0.0034
22,11,765,186,22,0.1183,2,0.0108,3,0.0161,158,0.8495,1,0.0054
22,12,657,231,78,0.3377,13,0.0563,11,0.0476,126,0.5455,3,0.013
22,13,802,214,30,0.1402,2,0.0093,6,0.028,176,0.8224,0,0
22,14,805,184,45,0.2446,14,0.0761,4,0.0217,118,0.6413,3,0.0163
22,15,659,159,25,0.1572,0,0,6,0.0377,128,0.805,0,0
22,16,653,185,23,0.1243,1,0.0054,2,0.0108,159,0.8595,0,0
22,17,874,220,22,0.1,2,0.0091,4,0.0182,192,0.8727,0,0
22,18,756,182,30,0.1648,1,0.0055,1,0.0055,149,0.8187,1,0.0055
22,19,409,91,26,0.2857,29,0.3187,2,0.022,32,0.3516,2,0.022
22,20,773,184,33,0.1793,1,0.0054,2,0.0109,148,0.8043,0,0
22,21,894,273,100,0.3663,49,0.1795,4,0.0147,108,0.3956,12,0.044
22,22,802,183,27,0.1475,2,0.0109,2,0.0109,150,0.8197,2,0.0109
22,23,922,312,130,0.4167,92,0.2949,2,0.0064,66,0.2115,22,0.0705
22,24,960,262,26,0.0992,1,0.0038,2,0.0076,233,0.8893,0,0
22,25,783,223,24,0.1076,2,0.009,4,0.0179,190,0.852,3,0.0135
23,1,533,351,164,0.4672,7,0.0199,70,0.1994,106,0.302,4,0.0114
23,2,564,269,119,0.4424,4,0.0149,43,0.1599,102,0.3792,1,0.0037
23,3,562,319,174,0.5455,10,0.0313,61,0.1912,73,0.2288,1,0.0031
23,4,600,346,168,0.4855,5,0.0145,57,0.1647,116,0.3353,0,0
23,5,577,196,73,0.3724,5,0.0255,15,0.0765,103,0.5255,0,0
23,6,620,271,122,0.4502,4,0.0148,22,0.0812,123,0.4539,0,0
23,7,562,172,52,0.3023,0,0,15,0.0872,104,0.6047,1,0.0058
23,8,666,311,132,0.4244,13,0.0418,37,0.119,126,0.4051,3,0.0096
23,9,523,183,61,0.3333,4,0.0219,6,0.0328,112,0.612,0,0
23,10,658,251,94,0.3745,4,0.0159,25,0.0996,123,0.49,5,0.0199
23,11,655,225,59,0.2622,2,0.0089,14,0.0622,150,0.6667,0,0
23,12,545,335,141,0.4209,11,0.0328,67,0.2,111,0.3313,5,0.0149
23,13,548,161,45,0.2795,5,0.0311,6,0.0373,105,0.6522,0,0
23,14,526,278,129,0.464,11,0.0396,50,0.1799,87,0.3129,1,0.0036
23,15,581,167,58,0.3473,11,0.0659,9,0.0539,88,0.5269,1,0.006
23,16,540,305,148,0.4852,3,0.0098,64,0.2098,89,0.2918,1,0.0033
23,17,533,130,27,0.2077,12,0.0923,5,0.0385,84,0.6462,2,0.0154
23,18,547,250,97,0.388,2,0.008,57,0.228,92,0.368,2,0.008
23,19,599,176,39,0.2216,9,0.0511,7,0.0398,120,0.6818,1,0.0057
23,20,550,131,38,0.2901,2,0.0153,8,0.0611,83,0.6336,0,0
23,21,558,339,152,0.4484,10,0.0295,74,0.2183,103,0.3038,0,0
23,22,601,275,133,0.4836,5,0.0182,39,0.1418,96,0.3491,2,0.0073
23,23,539,276,129,0.4674,8,0.029,48,0.1739,89,0.3225,2,0.0072
23,24,571,179,57,0.3184,10,0.0559,7,0.0391,105,0.5866,0,0
23,25,640,206,70,0.3398,5,0.0243,25,0.1214,106,0.5146,0,0
23,26,632,274,117,0.427,6,0.0219,22,0.0803,127,0.4635,2,0.0073
23,27,499,323,155,0.4799,4,0.0124,68,0.2105,95,0.2941,1,0.0031
23,28,579,306,129,0.4216,9,0.0294,57,0.1863,110,0.3595,1,0.0033
23,29,526,247,117,0.4737,3,0.0121,36,0.1457,90,0.3644,1,0.004
23,30,631,237,66,0.2785,5,0.0211,17,0.0717,149,0.6287,0,0
23,31,547,182,41,0.2253,5,0.0275,12,0.0659,123,0.6758,1,0.0055
23,32,605,233,68,0.2918,6,0.0258,16,0.0687,142,0.6094,1,0.0043
23,33,677,192,34,0.1771,7,0.0365,11,0.0573,140,0.7292,0,0
23,34,642,192,53,0.276,4,0.0208,9,0.0469,123,0.6406,3,0.0156
23,35,450,228,93,0.4079,2,0.0088,45,0.1974,85,0.3728,3,0.0132
23,36,544,345,188,0.5449,2,0.0058,65,0.1884,89,0.258,1,0.0029
23,37,544,306,143,0.4673,9,0.0294,56,0.183,96,0.3137,2,0.0065
23,38,509,266,124,0.4662,7,0.0263,52,0.1955,82,0.3083,1,0.0038
23,39,616,192,59,0.3073,1,0.0052,11,0.0573,118,0.6146,3,0.0156
24,1,743,204,76,0.3725,73,0.3578,6,0.0294,42,0.2059,7,0.0343
24,2,788,196,63,0.3214,73,0.3724,2,0.0102,43,0.2194,15,0.0765
24,3,844,187,71,0.3797,46,0.246,14,0.0749,46,0.246,10,0.0535
24,4,563,160,64,0.4,62,0.3875,6,0.0375,20,0.125,8,0.05
24,5,454,133,39,0.2932,36,0.2707,13,0.0977,38,0.2857,7,0.0526
24,6,712,206,69,0.335,69,0.335,7,0.034,46,0.2233,15,0.0728
24,7,411,102,28,0.2745,6,0.0588,5,0.049,62,0.6078,1,0.0098
24,8,457,144,51,0.3542,38,0.2639,11,0.0764,38,0.2639,6,0.0417
24,9,762,181,73,0.4033,46,0.2541,7,0.0387,48,0.2652,7,0.0387
24,10,425,93,26,0.2796,28,0.3011,4,0.043,27,0.2903,8,0.086
24,11,879,212,74,0.3491,64,0.3019,12,0.0566,53,0.25,9,0.0425
24,12,479,126,56,0.4444,39,0.3095,9,0.0714,20,0.1587,2,0.0159
24,13,459,128,52,0.4063,39,0.3047,5,0.0391,26,0.2031,6,0.0469
24,14,755,185,62,0.3351,68,0.3676,6,0.0324,40,0.2162,9,0.0486
24,15,476,126,48,0.381,35,0.2778,5,0.0397,31,0.246,7,0.0556
24,16,765,192,52,0.2708,17,0.0885,4,0.0208,116,0.6042,3,0.0156
24,17,621,153,50,0.3268,57,0.3725,5,0.0327,29,0.1895,12,0.0784
24,18,777,233,83,0.3562,82,0.3519,10,0.0429,40,0.1717,18,0.0773
24,19,832,221,83,0.3756,70,0.3167,6,0.0271,54,0.2443,8,0.0362
24,20,632,183,73,0.3989,65,0.3552,6,0.0328,32,0.1749,7,0.0383
24,21,413,122,34,0.2787,39,0.3197,9,0.0738,33,0.2705,7,0.0574
24,22,903,254,107,0.4213,84,0.3307,10,0.0394,38,0.1496,15,0.0591
24,23,735,178,70,0.3933,44,0.2472,13,0.073,44,0.2472,7,0.0393
24,24,1023,240,85,0.3542,86,0.3583,11,0.0458,45,0.1875,13,0.0542
24,25,732,188,60,0.3191,68,0.3617,11,0.0585,36,0.1915,13,0.0691
24,26,841,305,125,0.4098,81,0.2656,23,0.0754,57,0.1869,19,0.0623
24,27,766,211,88,0.4171,59,0.2796,19,0.09,38,0.1801,7,0.0332
24,28,580,163,52,0.319,54,0.3313,4,0.0245,37,0.227,16,0.0982
24,29,483,160,66,0.4125,40,0.25,4,0.025,38,0.2375,12,0.075
24,30,407,110,40,0.3636,35,0.3182,1,0.0091,30,0.2727,4,0.0364
24,31,794,206,85,0.4126,50,0.2427,5,0.0243,55,0.267,11,0.0534
24,32,435,123,50,0.4065,35,0.2846,4,0.0325,27,0.2195,7,0.0569
24,33,475,107,49,0.4579,30,0.2804,3,0.028,21,0.1963,4,0.0374
24,34,737,177,50,0.2825,85,0.4802,4,0.0226,28,0.1582,10,0.0565
24,35,632,213,82,0.385,68,0.3192,12,0.0563,34,0.1596,17,0.0798
24,36,908,252,96,0.381,68,0.2698,14,0.0556,63,0.25,11,0.0437
